City,Type,Category,Sub-Category,Amount
Hillsborough,Revenue,Intergovernmental,Other State Grants,758650
Hillsborough,Revenue,Intergovernmental,County Grants,
Hillsborough,Revenue,Intergovernmental,Federal Grants,
Hillsborough,Revenue,Intergovernmental,Other Taxes In-Lieu,
Hillsborough,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",485501
Hillsborough,Revenue,Current Service Charges,Special Police Department Services,17600
Hillsborough,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,2024
Hillsborough,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",35885
Hillsborough,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,6317923
Hillsborough,Revenue,Current Service Charges,Solid Waste Revenues,
Hillsborough,Revenue,Current Service Charges,Parking Facilities,
Hillsborough,Revenue,Current Service Charges,Parks and Recreation Fees,
Hillsborough,Revenue,Current Service Charges,Golf Course Fees,
Hillsborough,Revenue,Current Service Charges,Water Service Charges and Connection Fees,8129343
Hillsborough,Revenue,Current Service Charges,Electric Revenues,
Hillsborough,Revenue,Current Service Charges,Gas Revenues,
Hillsborough,Revenue,Current Service Charges,Airport Revenues,
Hillsborough,Revenue,Current Service Charges,Port and Harbor Revenues,
Hillsborough,Revenue,Current Service Charges,Hospital Revenues,
Hillsborough,Revenue,Current Service Charges,Transit Revenues,
Hillsborough,Revenue,Current Service Charges,Quasi-External Transactions,
Hillsborough,Revenue,Current Service Charges,Other Current Service Charges,319042
Hillsborough,Revenue,Other Revenues,Sale of Real and Personal Property,326
Hillsborough,Revenue,Other Revenues,Contributions from Non-Government Sources,39138
Hillsborough,Revenue,Other Revenues,Other Sources of Revenues,372927
Hillsborough,Revenue,Other Revenues,Other Financing Sources,
Hillsborough,Revenue,Other Revenues,Sale of Bonds,
Hillsborough,Revenue,Other Revenues,Notes and Other,
Hillsborough,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,35339433
Hollister,Revenue,Taxes,Secured and Unsecured Property Tax,985655
Hollister,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Hollister,Revenue,Taxes,Other Property Taxes,2660429
Hollister,Revenue,Taxes,Sales and Use Taxes,5339838
Hollister,Revenue,Taxes,Transportation Tax,
Hollister,Revenue,Taxes,Transient Lodging Taxes,82736
Hollister,Revenue,Taxes,Franchises,508732
Hollister,Revenue,Taxes,Business License Taxes,206119
Hollister,Revenue,Taxes,Real Property Transfer Taxes,
Hollister,Revenue,Taxes,Utility Users Tax,
Hollister,Revenue,Taxes,Other Non-Property Taxes,1655929
Hollister,Revenue,Special Benefit Assessments,Fire and Paramedics,359563
Hollister,Revenue,Special Benefit Assessments,Police,438962
Hollister,Revenue,Special Benefit Assessments,Lighting,
Hollister,Revenue,Special Benefit Assessments,Other,
Hollister,Revenue,Licenses and Permits,Construction Permits,224745
Hollister,Revenue,Licenses and Permits,Other Licenses and Permits,34301
Hollister,Revenue,Fines and Forfeitures,Vehicle Code Fines,160451
Hollister,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",8799
Hollister,Revenue,Revenue From Use of Money and Property,Investment Earnings,950323
Hollister,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",
Hollister,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,136191
Hollister,Revenue,Intergovernmental,State Homeowners Property Tax Relief,12609
Hollister,Revenue,Intergovernmental,State Gasoline Tax,589662
Hollister,Revenue,Intergovernmental,Other State Grants,1631596
Hollister,Revenue,Intergovernmental,County Grants,
Hollister,Revenue,Intergovernmental,Federal Grants,23100
Hollister,Revenue,Intergovernmental,Other Taxes In-Lieu,
Hollister,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",205639
Hollister,Revenue,Current Service Charges,Special Police Department Services,32583
Hollister,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,19106
Hollister,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",10868
Hollister,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,11139520
Hollister,Revenue,Current Service Charges,Solid Waste Revenues,
Hollister,Revenue,Current Service Charges,Parking Facilities,
Hollister,Revenue,Current Service Charges,Parks and Recreation Fees,270260
Hollister,Revenue,Current Service Charges,Golf Course Fees,
Hollister,Revenue,Current Service Charges,Water Service Charges and Connection Fees,4170334
Hollister,Revenue,Current Service Charges,Electric Revenues,
Hollister,Revenue,Current Service Charges,Gas Revenues,
Hollister,Revenue,Current Service Charges,Airport Revenues,528625
Hollister,Revenue,Current Service Charges,Port and Harbor Revenues,
Hollister,Revenue,Current Service Charges,Hospital Revenues,
Hollister,Revenue,Current Service Charges,Transit Revenues,
Hollister,Revenue,Current Service Charges,Quasi-External Transactions,
Hollister,Revenue,Current Service Charges,Other Current Service Charges,265941
Hollister,Revenue,Other Revenues,Sale of Real and Personal Property,213849
Hollister,Revenue,Other Revenues,Contributions from Non-Government Sources,4430151
Hollister,Revenue,Other Revenues,Other Sources of Revenues,51134
Hollister,Revenue,Other Revenues,Other Financing Sources,
Hollister,Revenue,Other Revenues,Sale of Bonds,
Hollister,Revenue,Other Revenues,Notes and Other,
Hollister,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,37347750
Holtville,Revenue,Taxes,Secured and Unsecured Property Tax,194202
Holtville,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Holtville,Revenue,Taxes,Other Property Taxes,19205
Holtville,Revenue,Taxes,Sales and Use Taxes,288423
Holtville,Revenue,Taxes,Transportation Tax,
Holtville,Revenue,Taxes,Transient Lodging Taxes,1268
Holtville,Revenue,Taxes,Franchises,124530
Holtville,Revenue,Taxes,Business License Taxes,19763
Holtville,Revenue,Taxes,Real Property Transfer Taxes,2426
Holtville,Revenue,Taxes,Utility Users Tax,498714
Holtville,Revenue,Taxes,Other Non-Property Taxes,38944
Holtville,Revenue,Special Benefit Assessments,Fire and Paramedics,85428
Holtville,Revenue,Special Benefit Assessments,Police,7937
Holtville,Revenue,Special Benefit Assessments,Lighting,
Holtville,Revenue,Special Benefit Assessments,Other,15477
Holtville,Revenue,Licenses and Permits,Construction Permits,3407
Holtville,Revenue,Licenses and Permits,Other Licenses and Permits,1141
Holtville,Revenue,Fines and Forfeitures,Vehicle Code Fines,754
Holtville,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",129794
Holtville,Revenue,Revenue From Use of Money and Property,Investment Earnings,389
Holtville,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",37731
Holtville,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,441867
Holtville,Revenue,Intergovernmental,State Homeowners Property Tax Relief,2181
Holtville,Revenue,Intergovernmental,State Gasoline Tax,133638
Holtville,Revenue,Intergovernmental,Other State Grants,842710
Holtville,Revenue,Intergovernmental,County Grants,
Holtville,Revenue,Intergovernmental,Federal Grants,286486
Holtville,Revenue,Intergovernmental,Other Taxes In-Lieu,
Holtville,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",75305
Holtville,Revenue,Current Service Charges,Special Police Department Services,
Holtville,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Holtville,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",
Holtville,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,1278566
Holtville,Revenue,Current Service Charges,Solid Waste Revenues,603913
Holtville,Revenue,Current Service Charges,Parking Facilities,
Holtville,Revenue,Current Service Charges,Parks and Recreation Fees,520
Holtville,Revenue,Current Service Charges,Golf Course Fees,
Holtville,Revenue,Current Service Charges,Water Service Charges and Connection Fees,1463047
Holtville,Revenue,Current Service Charges,Electric Revenues,
Holtville,Revenue,Current Service Charges,Gas Revenues,
Holtville,Revenue,Current Service Charges,Airport Revenues,
Holtville,Revenue,Current Service Charges,Port and Harbor Revenues,
Holtville,Revenue,Current Service Charges,Hospital Revenues,
Holtville,Revenue,Current Service Charges,Transit Revenues,
Holtville,Revenue,Current Service Charges,Quasi-External Transactions,503153
Holtville,Revenue,Current Service Charges,Other Current Service Charges,12206
Holtville,Revenue,Other Revenues,Sale of Real and Personal Property,
Holtville,Revenue,Other Revenues,Contributions from Non-Government Sources,
Holtville,Revenue,Other Revenues,Other Sources of Revenues,773
Holtville,Revenue,Other Revenues,Other Financing Sources,
Holtville,Revenue,Other Revenues,Sale of Bonds,
Holtville,Revenue,Other Revenues,Notes and Other,
Holtville,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,7113898
Hughson,Revenue,Taxes,Secured and Unsecured Property Tax,228027
Hughson,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Hughson,Revenue,Taxes,Other Property Taxes,499767
Hughson,Revenue,Taxes,Sales and Use Taxes,326120
Hughson,Revenue,Taxes,Transportation Tax,
Hughson,Revenue,Taxes,Transient Lodging Taxes,
Hughson,Revenue,Taxes,Franchises,118240
Hughson,Revenue,Taxes,Business License Taxes,19972
Hughson,Revenue,Taxes,Real Property Transfer Taxes,12762
Hughson,Revenue,Taxes,Utility Users Tax,
Hughson,Revenue,Taxes,Other Non-Property Taxes,187509
Hughson,Revenue,Special Benefit Assessments,Fire and Paramedics,
Hughson,Revenue,Special Benefit Assessments,Police,
Hughson,Revenue,Special Benefit Assessments,Lighting,
Hughson,Revenue,Special Benefit Assessments,Other,166811
Hughson,Revenue,Licenses and Permits,Construction Permits,33371
Hughson,Revenue,Licenses and Permits,Other Licenses and Permits,12379
Hughson,Revenue,Fines and Forfeitures,Vehicle Code Fines,31089
Hughson,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",50568
Hughson,Revenue,Revenue From Use of Money and Property,Investment Earnings,193064
Hughson,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",13294
Hughson,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,113
Hughson,Revenue,Intergovernmental,State Homeowners Property Tax Relief,3216
Hughson,Revenue,Intergovernmental,State Gasoline Tax,133881
Hughson,Revenue,Intergovernmental,Other State Grants,174795
Hughson,Revenue,Intergovernmental,County Grants,
Hughson,Revenue,Intergovernmental,Federal Grants,273913
Hughson,Revenue,Intergovernmental,Other Taxes In-Lieu,
Hughson,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",14116
Hughson,Revenue,Current Service Charges,Special Police Department Services,
Hughson,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Hughson,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",
Hughson,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,1544183
Hughson,Revenue,Current Service Charges,Solid Waste Revenues,411322
Hughson,Revenue,Current Service Charges,Parking Facilities,
Hughson,Revenue,Current Service Charges,Parks and Recreation Fees,
Hughson,Revenue,Current Service Charges,Golf Course Fees,
Hughson,Revenue,Current Service Charges,Water Service Charges and Connection Fees,1111610
Hughson,Revenue,Current Service Charges,Electric Revenues,
Hughson,Revenue,Current Service Charges,Gas Revenues,
Hughson,Revenue,Current Service Charges,Airport Revenues,
Hughson,Revenue,Current Service Charges,Port and Harbor Revenues,
Hughson,Revenue,Current Service Charges,Hospital Revenues,
Hughson,Revenue,Current Service Charges,Transit Revenues,
Hughson,Revenue,Current Service Charges,Quasi-External Transactions,329400
Hughson,Revenue,Current Service Charges,Other Current Service Charges,69270
Hughson,Revenue,Other Revenues,Sale of Real and Personal Property,14814
Hughson,Revenue,Other Revenues,Contributions from Non-Government Sources,
Hughson,Revenue,Other Revenues,Other Sources of Revenues,18212
Hughson,Revenue,Other Revenues,Other Financing Sources,
Hughson,Revenue,Other Revenues,Sale of Bonds,
Hughson,Revenue,Other Revenues,Notes and Other,
Hughson,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,5991818
Huntington Beach,Revenue,Taxes,Secured and Unsecured Property Tax,39211633
Huntington Beach,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Huntington Beach,Revenue,Taxes,Other Property Taxes,17784069
Huntington Beach,Revenue,Taxes,Sales and Use Taxes,18617211
Huntington Beach,Revenue,Taxes,Transportation Tax,2049864
Huntington Beach,Revenue,Taxes,Transient Lodging Taxes,5416580
Huntington Beach,Revenue,Taxes,Franchises,6668192
Huntington Beach,Revenue,Taxes,Business License Taxes,2195687
Huntington Beach,Revenue,Taxes,Real Property Transfer Taxes,649287
Huntington Beach,Revenue,Taxes,Utility Users Tax,20615521
Huntington Beach,Revenue,Taxes,Other Non-Property Taxes,11364091
Huntington Beach,Revenue,Special Benefit Assessments,Fire and Paramedics,
Huntington Beach,Revenue,Special Benefit Assessments,Police,
Huntington Beach,Revenue,Special Benefit Assessments,Lighting,
Huntington Beach,Revenue,Special Benefit Assessments,Other,1626771
Huntington Beach,Revenue,Licenses and Permits,Construction Permits,1312730
Huntington Beach,Revenue,Licenses and Permits,Other Licenses and Permits,1526187
Huntington Beach,Revenue,Fines and Forfeitures,Vehicle Code Fines,3831636
Huntington Beach,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",192796
Huntington Beach,Revenue,Revenue From Use of Money and Property,Investment Earnings,4673210
Huntington Beach,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",3815320
Huntington Beach,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,568974
Huntington Beach,Revenue,Intergovernmental,State Homeowners Property Tax Relief,339629
Huntington Beach,Revenue,Intergovernmental,State Gasoline Tax,3027726
Huntington Beach,Revenue,Intergovernmental,Other State Grants,4965141
Huntington Beach,Revenue,Intergovernmental,County Grants,6649876
Huntington Beach,Revenue,Intergovernmental,Federal Grants,6244545
Huntington Beach,Revenue,Intergovernmental,Other Taxes In-Lieu,
Huntington Beach,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",1815519
Huntington Beach,Revenue,Current Service Charges,Special Police Department Services,1218812
Huntington Beach,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,7403044
Huntington Beach,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",182222
Huntington Beach,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,10508998
Huntington Beach,Revenue,Current Service Charges,Solid Waste Revenues,10457986
Huntington Beach,Revenue,Current Service Charges,Parking Facilities,8836729
Huntington Beach,Revenue,Current Service Charges,Parks and Recreation Fees,4151093
Huntington Beach,Revenue,Current Service Charges,Golf Course Fees,
Huntington Beach,Revenue,Current Service Charges,Water Service Charges and Connection Fees,34580061
Huntington Beach,Revenue,Current Service Charges,Electric Revenues,
Huntington Beach,Revenue,Current Service Charges,Gas Revenues,
Huntington Beach,Revenue,Current Service Charges,Airport Revenues,
Huntington Beach,Revenue,Current Service Charges,Port and Harbor Revenues,225001
Huntington Beach,Revenue,Current Service Charges,Hospital Revenues,
